START.DATE,END.DATE,CONTACT.TYPE,Contacts
2013-11-21,2013-11-21,Mail - Input,6
2013-11-21,2013-11-21,Mail - Recieved,157
2013-11-21,2013-11-21,Visit,557
2013-11-21,2013-11-21,Web - Input,481
2013-11-22,2013-11-22,Call - Input,3212
2013-11-22,2013-11-22,Fax - Input,14
2013-11-22,2013-11-22,Fax Acknowledgement - Input,7
2013-11-22,2013-11-22,Internal Management,60
2013-11-22,2013-11-22,Mail - Input,9
2013-11-22,2013-11-22,Mail - Recieved,151
2013-11-22,2013-11-22,Visit,421
2013-11-22,2013-11-22,Web - Input,403
2013-11-23,2013-11-23,Call - Input,243
2013-11-23,2013-11-23,Fax - Input,2
2013-11-23,2013-11-23,Fax Acknowledgement - Input,2
2013-11-23,2013-11-23,Internal Management,4
2013-11-23,2013-11-23,Mail - Recieved,24
2013-11-23,2013-11-23,Web - Input,160
2013-11-24,2013-11-24,Call - Input,149
2013-11-24,2013-11-24,Fax - Input,4
2013-11-24,2013-11-24,Fax Acknowledgement - Input,2
2013-11-24,2013-11-24,Internal Management,1
2013-11-24,2013-11-24,Mail - Recieved,16
2013-11-24,2013-11-24,Web - Input,216
2013-11-24,2013-11-25,Call - Input,1
2013-11-25,2013-11-25,Call - Input,4667
2013-11-25,2013-11-25,Fax - Input,8
2013-11-25,2013-11-25,Fax Acknowledgement - Input,6
2013-11-25,2013-11-25,Internal Management,69
2013-11-25,2013-11-25,Mail - Input,3
2013-11-25,2013-11-25,Mail - Recieved,105
2013-11-25,2013-11-25,Visit,667
2013-11-25,2013-11-25,Web - Input,441
2013-11-26,2013-11-26,Call - Input,3847
2013-11-26,2013-11-26,Fax - Input,25
2013-11-26,2013-11-26,Fax Acknowledgement - Input,12
2013-11-26,2013-11-26,Internal Management,108
2013-11-26,2013-11-26,Mail - Input,11
2013-11-26,2013-11-26,Mail - Recieved,110
2013-11-26,2013-11-26,Visit,601
2013-11-26,2013-11-26,Web - Input,490
2013-11-27,2013-11-27,Call - Input,3709
2013-11-27,2013-11-27,Fax - Input,27
2013-11-27,2013-11-27,Fax Acknowledgement - Input,18
2013-11-27,2013-11-27,Installation Report - Input,1
2013-11-27,2013-11-27,Internal Management,74
2013-11-27,2013-11-27,Mail - Input,6
2013-11-27,2013-11-27,Mail - Recieved,132
2013-11-27,2013-11-27,Visit,581
2013-11-27,2013-11-27,Web - Input,454
2013-11-28,2013-11-28,Call - Input,3715
2013-11-28,2013-11-28,Fax - Input,43
2013-11-28,2013-11-28,Fax Acknowledgement - Input,20
2013-11-28,2013-11-28,Internal Management,97
2013-11-28,2013-11-28,Mail - Input,5
2013-11-28,2013-11-28,Mail - Recieved,149
2013-11-28,2013-11-28,Visit,582
2013-11-28,2013-11-28,Web - Input,522
2013-11-29,2013-11-29,Call - Input,3348
2013-11-29,2013-11-29,Fax - Input,18
2013-11-29,2013-11-29,Fax Acknowledgement - Input,14
2013-11-29,2013-11-29,Internal Management,128
2013-11-29,2013-11-29,Mail - Input,12
2013-11-29,2013-11-29,Mail - Recieved,168
2013-11-29,2013-11-29,Visit,419
2013-11-29,2013-11-29,Web - Input,354
2013-11-30,2013-11-30,Call - Input,192
2013-11-30,2013-11-30,Fax - Input,5
2013-11-30,2013-11-30,Fax Acknowledgement - Input,3
2013-11-30,2013-11-30,Mail - Recieved,35
2013-11-30,2013-11-30,Web - Input,186
2013-12-01,2013-12-01,Call - Input,140
2013-12-01,2013-12-01,Internal Management,2
2013-12-01,2013-12-01,Web - Input,224
2013-12-01,2013-12-02,Call - Input,1
2013-12-02,2013-12-02,Call - Input,4730
2013-12-02,2013-12-02,Fax - Input,14
2013-12-02,2013-12-02,Fax Acknowledgement - Input,11
2013-12-02,2013-12-02,Internal Management,100
2013-12-02,2013-12-02,Mail - Input,3
2013-12-02,2013-12-02,Mail - Recieved,88
2013-12-02,2013-12-02,Visit,653
2013-12-02,2013-12-02,Web - Input,612
2013-12-03,2013-12-03,Call - Input,4152
2013-12-03,2013-12-03,Fax - Input,12
2013-12-03,2013-12-03,Fax Acknowledgement - Input,7
2013-12-03,2013-12-03,Internal Management,136
2013-12-03,2013-12-03,Mail - Input,5
2013-12-03,2013-12-03,Mail - Recieved,177
2013-12-03,2013-12-03,Tweet - Input,1
2013-12-03,2013-12-03,Visit,536
2013-12-03,2013-12-03,Web - Input,518
2013-12-04,2013-12-04,Call - Input,4014
2013-12-04,2013-12-04,Fax - Input,25
2013-12-04,2013-12-04,Fax Acknowledgement - Input,13
2013-12-04,2013-12-04,Internal Management,82
2013-12-04,2013-12-04,Mail - Input,3
2013-12-04,2013-12-04,Mail - Recieved,187
2013-12-04,2013-12-04,Visit,527
2013-12-04,2013-12-04,Web - Input,517
2013-12-04,2013-12-05,Call - Input,1
2013-12-05,2013-12-05,Call - Input,3558
2013-12-05,2013-12-05,Fax - Input,17
2013-12-05,2013-12-05,Fax Acknowledgement - Input,6
2013-12-05,2013-12-05,Internal Management,97
2013-12-05,2013-12-05,Mail - Input,8
2013-12-05,2013-12-05,Mail - Recieved,180
2013-12-05,2013-12-05,Visit,536
2013-12-05,2013-12-05,Web - Input,422
2013-12-06,2013-12-06,Call - Input,210
2013-12-06,2013-12-06,Internal Management,3
2013-12-06,2013-12-06,Mail - Recieved,12
2013-12-06,2013-12-06,Web - Input,182
2013-12-07,2013-12-07,Call - Input,133
2013-12-07,2013-12-07,Fax - Input,1
2013-12-07,2013-12-07,Fax Acknowledgement - Input,1
2013-12-07,2013-12-07,Internal Management,2
2013-12-07,2013-12-07,Mail - Recieved,10
2013-12-07,2013-12-07,Web - Input,127
2013-12-08,2013-12-08,Call - Input,109
2013-12-08,2013-12-08,Internal Management,3
2013-12-08,2013-12-08,Web - Input,121
2013-12-09,2013-12-09,Call - Input,4354
2013-12-09,2013-12-09,Fax - Input,12
2013-12-09,2013-12-09,Fax Acknowledgement - Input,5
2013-12-09,2013-12-09,Internal Management,61
2013-12-09,2013-12-09,Mail - Input,2
2013-12-09,2013-12-09,Mail - Recieved,101
2013-12-09,2013-12-09,Visit,567
2013-12-09,2013-12-09,Web - Input,441
2013-12-10,2013-12-10,Call - Input,3784
2013-12-10,2013-12-10,Fax - Input,14
2013-12-10,2013-12-10,Fax Acknowledgement - Input,9
2013-12-10,2013-12-10,Internal Management,48
2013-12-10,2013-12-10,Mail - Input,9
2013-12-10,2013-12-10,Mail - Recieved,166
2013-12-10,2013-12-10,Visit,467
2013-12-10,2013-12-10,Web - Input,491
2013-12-10,2013-12-11,Call - Input,1
2013-12-11,2013-12-11,Call - Input,3582
2013-12-11,2013-12-11,Fax - Input,10
2013-12-11,2013-12-11,Fax Acknowledgement - Input,6
2013-12-11,2013-12-11,Internal Management,78
2013-12-11,2013-12-11,Mail - Input,11
2013-12-11,2013-12-11,Mail - Recieved,162
2013-12-11,2013-12-11,Visit,468
2013-12-11,2013-12-11,Web - Input,485
2013-12-12,2013-12-12,Call - Input,3454
2013-12-12,2013-12-12,Fax - Input,14
2013-12-12,2013-12-12,Fax Acknowledgement - Input,11
2013-12-12,2013-12-12,Installation Report - Input,1
2013-12-12,2013-12-12,Internal Management,66
2013-12-12,2013-12-12,Mail - Input,4
2013-12-12,2013-12-12,Mail - Recieved,142
2013-12-12,2013-12-12,Visit,449
2013-12-12,2013-12-12,Web - Input,412
2013-12-13,2013-12-13,Call - Input,2884
2013-12-13,2013-12-13,Fax - Input,21
2013-12-13,2013-12-13,Fax Acknowledgement - Input,12
2013-12-13,2013-12-13,Internal Management,39
2013-12-13,2013-12-13,Mail - Input,8
2013-12-13,2013-12-13,Mail - Recieved,154
2013-12-13,2013-12-13,Visit,419
2013-12-13,2013-12-13,Web - Input,322
2013-12-14,2013-12-14,Call - Input,148
2013-12-14,2013-12-14,Fax - Input,1
2013-12-14,2013-12-14,Internal Management,3
2013-12-14,2013-12-14,Mail - Recieved,8
2013-12-14,2013-12-14,Web - Input,122
2013-12-15,2013-12-15,Call - Input,62
2013-12-15,2013-12-15,Internal Management,1
2013-12-15,2013-12-15,Mail - Recieved,2
2013-12-15,2013-12-15,Web - Input,117
2013-12-16,2013-12-16,Call - Input,3828
2013-12-16,2013-12-16,Fax - Input,13
2013-12-16,2013-12-16,Fax Acknowledgement - Input,5
2013-12-16,2013-12-16,Internal Management,57
2013-12-16,2013-12-16,Mail - Input,12
2013-12-16,2013-12-16,Mail - Recieved,110
2013-12-16,2013-12-16,Visit,539
2013-12-16,2013-12-16,Web - Input,368
2013-12-17,2013-12-17,Call - Input,3563
2013-12-17,2013-12-17,Fax - Input,17
2013-12-17,2013-12-17,Fax Acknowledgement - Input,5
2013-12-17,2013-12-17,Internal Management,77
2013-12-17,2013-12-17,Mail - Input,4
2013-12-17,2013-12-17,Mail - Recieved,134
2013-12-17,2013-12-17,Visit,432
2013-12-17,2013-12-17,Web - Input,363
2013-12-18,2013-12-18,Call - Input,3323
2013-12-18,2013-12-18,Fax - Input,13
2013-12-18,2013-12-18,Fax Acknowledgement - Input,5
2013-12-18,2013-12-18,Internal Management,46
2013-12-18,2013-12-18,Mail - Input,6
2013-12-18,2013-12-18,Mail - Recieved,151
2013-12-18,2013-12-18,Visit,457
2013-12-18,2013-12-18,Web - Input,488
2013-12-19,2013-12-19,Call - Input,3235
2013-12-19,2013-12-19,Fax - Input,16
2013-12-19,2013-12-19,Fax Acknowledgement - Input,11
2013-12-19,2013-12-19,Internal Management,84
2013-12-19,2013-12-19,Mail - Input,11
2013-12-19,2013-12-19,Mail - Recieved,177
2013-12-19,2013-12-19,Visit,416
2013-12-19,2013-12-19,Web - Input,423
2013-12-19,2013-12-20,Call - Input,1
2013-12-20,2013-12-20,Call - Input,2824
2013-12-20,2013-12-20,Fax - Input,20
2013-12-20,2013-12-20,Fax Acknowledgement - Input,11
2013-12-20,2013-12-20,Internal Management,76
2013-12-20,2013-12-20,Mail - Input,3
2013-12-20,2013-12-20,Mail - Recieved,110
2013-12-20,2013-12-20,Visit,319
2013-12-20,2013-12-20,Web - Input,361
2013-12-21,2013-12-21,Call - Input,102
2013-12-21,2013-12-21,Fax - Input,6
2013-12-21,2013-12-21,Fax Acknowledgement - Input,4
2013-12-21,2013-12-21,Internal Management,5
2013-12-21,2013-12-21,Mail - Recieved,13
2013-12-21,2013-12-21,Web - Input,234
2013-12-22,2013-12-22,Call - Input,66
2013-12-22,2013-12-22,Internal Management,5
2013-12-22,2013-12-22,Web - Input,151
2013-12-23,2013-12-23,Call - Input,3188
2013-12-23,2013-12-23,Fax - Input,21
2013-12-23,2013-12-23,Fax Acknowledgement - Input,12
2013-12-23,2013-12-23,Internal Management,58
2013-12-23,2013-12-23,Mail - Input,6
2013-12-23,2013-12-23,Mail - Recieved,113
2013-12-23,2013-12-23,Visit,430
2013-12-23,2013-12-23,Web - Input,315
2013-12-24,2013-12-24,Call - Input,1866
2013-12-24,2013-12-24,Fax - Input,13
2013-12-24,2013-12-24,Fax Acknowledgement - Input,7
2013-12-24,2013-12-24,Internal Management,43
2013-12-24,2013-12-24,Mail - Input,2
2013-12-24,2013-12-24,Mail - Recieved,78
2013-12-24,2013-12-24,Visit,248
2013-12-24,2013-12-24,Web - Input,205
2013-12-25,2013-12-25,Call - Input,194
2013-12-25,2013-12-25,Internal Management,3
2013-12-25,2013-12-25,Mail - Recieved,9
2013-12-25,2013-12-25,Web - Input,61
2013-12-26,2013-12-26,Call - Input,138
2013-12-26,2013-12-26,Fax - Input,3
2013-12-26,2013-12-26,Fax Acknowledgement - Input,2
2013-12-26,2013-12-26,Internal Management,5
2013-12-26,2013-12-26,Mail - Recieved,12
2013-12-26,2013-12-26,Web - Input,144
2013-12-26,2013-12-27,Call - Input,1
2013-12-27,2013-12-27,Call - Input,2545
2013-12-27,2013-12-27,Fax - Input,6
2013-12-27,2013-12-27,Fax Acknowledgement - Input,3
2013-12-27,2013-12-27,Internal Management,18
2013-12-27,2013-12-27,Mail - Input,7
2013-12-27,2013-12-27,Mail - Recieved,64
2013-12-27,2013-12-27,Visit,360
2013-12-27,2013-12-27,Web - Input,294
2013-12-28,2013-12-28,Call - Input,208
2013-12-28,2013-12-28,Fax - Input,2
2013-12-28,2013-12-28,Fax Acknowledgement - Input,1
2013-12-28,2013-12-28,Internal Management,5
2013-12-28,2013-12-28,Mail - Recieved,4
2013-12-28,2013-12-28,Web - Input,122
2013-12-29,2013-12-29,Call - Input,128
2013-12-29,2013-12-29,Internal Management,2
2013-12-29,2013-12-29,Mail - Recieved,1
2013-12-29,2013-12-29,Web - Input,129
2013-12-30,2013-12-30,Call - Input,3621
2013-12-30,2013-12-30,Fax - Input,9
2013-12-30,2013-12-30,Fax Acknowledgement - Input,7
2013-12-30,2013-12-30,Internal Management,59
2013-12-30,2013-12-30,Mail - Input,4
2013-12-30,2013-12-30,Mail - Recieved,72
2013-12-30,2013-12-30,Visit,479
2013-12-30,2013-12-30,Web - Input,328
2013-12-31,2013-12-31,Call - Input,1883
2013-12-31,2013-12-31,Fax - Input,7
2013-12-31,2013-12-31,Fax Acknowledgement - Input,2
2013-12-31,2013-12-31,Internal Management,45
2013-12-31,2013-12-31,Mail - Input,1
2013-12-31,2013-12-31,Mail - Recieved,85
2013-12-31,2013-12-31,Visit,273
2013-12-31,2013-12-31,Web - Input,210
2014-01-01,2014-01-01,Call - Input,158
2014-01-01,2014-01-01,Internal Management,3
2014-01-01,2014-01-01,Mail - Recieved,1
2014-01-01,2014-01-01,Web - Input,97
2014-01-02,2014-01-02,Call - Input,3392
2014-01-02,2014-01-02,Fax - Input,3
2014-01-02,2014-01-02,Fax Acknowledgement - Input,3
2014-01-02,2014-01-02,Internal Management,54
2014-01-02,2014-01-02,Mail - Input,3
2014-01-02,2014-01-02,Mail - Recieved,73
2014-01-02,2014-01-02,Visit,441
2014-01-02,2014-01-02,Web - Input,360
2014-01-03,2014-01-03,Call - Input,3023
2014-01-03,2014-01-03,Fax - Input,11
2014-01-03,2014-01-03,Fax Acknowledgement - Input,9
2014-01-03,2014-01-03,Internal Management,59
2014-01-03,2014-01-03,Mail - Input,6
2014-01-03,2014-01-03,Mail - Recieved,87
2014-01-03,2014-01-03,Visit,388
2014-01-03,2014-01-03,Web - Input,314
2014-01-04,2014-01-04,Call - Input,96
2014-01-04,2014-01-04,Internal Management,2
2014-01-04,2014-01-04,Mail - Recieved,10
2014-01-04,2014-01-04,Web - Input,163
2014-01-05,2014-01-05,Call - Input,94
2014-01-05,2014-01-05,Internal Management,8
2014-01-05,2014-01-05,Web - Input,110
2014-01-06,2014-01-06,Call - Input,105
2014-01-06,2014-01-06,Internal Management,4
2014-01-06,2014-01-06,Web - Input,123
2014-01-07,2014-01-07,Call - Input,4337
2014-01-07,2014-01-07,Fax - Input,8
2014-01-07,2014-01-07,Fax Acknowledgement - Input,2
2014-01-07,2014-01-07,Internal Management,61
2014-01-07,2014-01-07,Mail - Input,3
2014-01-07,2014-01-07,Mail - Recieved,119
2014-01-07,2014-01-07,Visit,567
2014-01-07,2014-01-07,Web - Input,463
2014-01-08,2014-01-08,Call - Input,3815
2014-01-08,2014-01-08,Fax - Input,11
2014-01-08,2014-01-08,Fax Acknowledgement - Input,5
2014-01-08,2014-01-08,Internal Management,75
2014-01-08,2014-01-08,Mail - Input,7
2014-01-08,2014-01-08,Mail - Recieved,138
2014-01-08,2014-01-08,Visit,606
2014-01-08,2014-01-08,Web - Input,453
2014-01-09,2014-01-09,Call - Input,3934
2014-01-09,2014-01-09,Fax - Input,14
2014-01-09,2014-01-09,Fax Acknowledgement - Input,6
2014-01-09,2014-01-09,Internal Management,126
2014-01-09,2014-01-09,Mail - Input,3
2014-01-09,2014-01-09,Mail - Recieved,153
2014-01-09,2014-01-09,Visit,567
2014-01-09,2014-01-09,Web - Input,423
2014-01-10,2014-01-10,Call - Input,3372
2014-01-10,2014-01-10,Fax - Input,18
2014-01-10,2014-01-10,Fax Acknowledgement - Input,9
2014-01-10,2014-01-10,Internal Management,64
2014-01-10,2014-01-10,Mail - Input,1
2014-01-10,2014-01-10,Mail - Recieved,172
2014-01-10,2014-01-10,Visit,480
2014-01-10,2014-01-10,Web - Input,362
2014-01-10,2014-01-11,Call - Input,1
2014-01-11,2014-01-11,Call - Input,160
2014-01-11,2014-01-11,Fax - Input,3
2014-01-11,2014-01-11,Fax Acknowledgement - Input,1
2014-01-11,2014-01-11,Internal Management,1
2014-01-11,2014-01-11,Mail - Recieved,8
2014-01-11,2014-01-11,Web - Input,147
2014-01-12,2014-01-12,Call - Input,57
2014-01-12,2014-01-12,Internal Management,4
2014-01-12,2014-01-12,Mail - Recieved,8
2014-01-12,2014-01-12,Web - Input,121
2014-01-13,2014-01-13,Call - Input,4428
2014-01-13,2014-01-13,Fax - Input,6
2014-01-13,2014-01-13,Fax Acknowledgement - Input,1
2014-01-13,2014-01-13,Internal Management,85
2014-01-13,2014-01-13,Mail - Input,7
2014-01-13,2014-01-13,Mail - Recieved,125
2014-01-13,2014-01-13,Visit,657
2014-01-13,2014-01-13,Web - Input,405
2014-01-14,2014-01-14,Call - Input,3878
2014-01-14,2014-01-14,Fax - Input,14
2014-01-14,2014-01-14,Fax Acknowledgement - Input,6
2014-01-14,2014-01-14,Internal Management,101
2014-01-14,2014-01-14,Mail - Input,11
2014-01-14,2014-01-14,Mail - Recieved,158
2014-01-14,2014-01-14,Tweet - Input,1
2014-01-14,2014-01-14,Visit,594
2014-01-14,2014-01-14,Web - Input,419
2014-01-15,2014-01-15,Call - Input,3816
2014-01-15,2014-01-15,Fax - Input,24
2014-01-15,2014-01-15,Fax Acknowledgement - Input,14
2014-01-15,2014-01-15,Internal Management,67
2014-01-15,2014-01-15,Mail - Input,16
2014-01-15,2014-01-15,Mail - Recieved,125
2014-01-15,2014-01-15,Visit,555
2014-01-15,2014-01-15,Web - Input,437
2014-01-16,2014-01-16,Call - Input,3995
2014-01-16,2014-01-16,Fax - Input,13
2014-01-16,2014-01-16,Fax Acknowledgement - Input,8
2014-01-16,2014-01-16,Internal Management,89
2014-01-16,2014-01-16,Mail - Input,14
2014-01-16,2014-01-16,Mail - Recieved,154
2014-01-16,2014-01-16,Visit,547
2014-01-16,2014-01-16,Web - Input,411
2014-01-17,2014-01-17,Call - Input,3619
2014-01-17,2014-01-17,Fax - Input,17
2014-01-17,2014-01-17,Fax Acknowledgement - Input,8
2014-01-17,2014-01-17,Internal Management,101
2014-01-17,2014-01-17,Mail - Input,5
2014-01-17,2014-01-17,Mail - Recieved,163
2014-01-17,2014-01-17,Visit,436
2014-01-17,2014-01-17,Web - Input,411
2014-01-18,2014-01-18,Call - Input,153
2014-01-18,2014-01-18,Fax - Input,2
2014-01-18,2014-01-18,Fax Acknowledgement - Input,1
2014-01-18,2014-01-18,Internal Management,10
2014-01-18,2014-01-18,Mail - Recieved,9
2014-01-18,2014-01-18,Web - Input,176
2014-01-19,2014-01-19,Call - Input,83
2014-01-19,2014-01-19,Fax - Input,2
2014-01-19,2014-01-19,Fax Acknowledgement - Input,1
2014-01-19,2014-01-19,Internal Management,8
2014-01-19,2014-01-19,Mail - Recieved,15
2014-01-19,2014-01-19,Web - Input,209
2014-01-19,2014-01-20,Call - Input,1
2014-01-20,2014-01-20,Call - Input,4757
2014-01-20,2014-01-20,Fax - Input,10
2014-01-20,2014-01-20,Fax Acknowledgement - Input,8
2014-01-20,2014-01-20,Installation Report - Input,1
2014-01-20,2014-01-20,Internal Management,74
2014-01-20,2014-01-20,Mail - Input,2
2014-01-20,2014-01-20,Mail - Recieved,135
2014-01-20,2014-01-20,Visit,608
2014-01-20,2014-01-20,Web - Input,470
2014-01-21,2014-01-21,Call - Input,4239
2014-01-21,2014-01-21,Fax - Input,20
2014-01-21,2014-01-21,Fax Acknowledgement - Input,15
2014-01-21,2014-01-21,Internal Management,93
2014-01-21,2014-01-21,Mail - Input,5
2014-01-21,2014-01-21,Mail - Recieved,171
2014-01-21,2014-01-21,Visit,547
2014-01-21,2014-01-21,Web - Input,407
2014-01-22,2014-01-22,Call - Input,4148
2014-01-22,2014-01-22,Fax - Input,13
2014-01-22,2014-01-22,Fax Acknowledgement - Input,11
2014-01-22,2014-01-22,Internal Management,71
2014-01-22,2014-01-22,Mail - Input,9
2014-01-22,2014-01-22,Mail - Recieved,143
2014-01-22,2014-01-22,Visit,521
2014-01-22,2014-01-22,Web - Input,524
2014-01-23,2014-01-23,Call - Input,3975
2014-01-23,2014-01-23,Fax - Input,17
2014-01-23,2014-01-23,Fax Acknowledgement - Input,8
2014-01-23,2014-01-23,Internal Management,87
2014-01-23,2014-01-23,Mail - Input,8
2014-01-23,2014-01-23,Mail - Recieved,188
2014-01-23,2014-01-23,Visit,528
2014-01-23,2014-01-23,Web - Input,538
2014-01-24,2014-01-24,Call - Input,3784
2014-01-24,2014-01-24,Fax - Input,11
2014-01-24,2014-01-24,Fax Acknowledgement - Input,4
2014-01-24,2014-01-24,Internal Management,67
2014-01-24,2014-01-24,Mail - Input,2
2014-01-24,2014-01-24,Mail - Recieved,147
2014-01-24,2014-01-24,Visit,484
2014-01-24,2014-01-24,Web - Input,385
2014-01-25,2014-01-25,Call - Input,148
2014-01-25,2014-01-25,Fax - Input,2
2014-01-25,2014-01-25,Fax Acknowledgement - Input,2
2014-01-25,2014-01-25,Internal Management,5
2014-01-25,2014-01-25,Mail - Recieved,16
2014-01-25,2014-01-25,Web - Input,144
2014-01-26,2014-01-26,Call - Input,89
2014-01-26,2014-01-26,Internal Management,5
2014-01-26,2014-01-26,Mail - Recieved,1
2014-01-26,2014-01-26,Web - Input,120
2014-01-27,2014-01-27,Call - Input,5379
2014-01-27,2014-01-27,Fax - Input,12
2014-01-27,2014-01-27,Fax Acknowledgement - Input,8
2014-01-27,2014-01-27,Installation Report - Input,1
2014-01-27,2014-01-27,Internal Management,65
2014-01-27,2014-01-27,Mail - Input,3
2014-01-27,2014-01-27,Mail - Recieved,121
2014-01-27,2014-01-27,Visit,641
2014-01-27,2014-01-27,Web - Input,565
2014-01-28,2014-01-28,Call - Input,4605
2014-01-28,2014-01-28,Fax - Input,24
2014-01-28,2014-01-28,Fax Acknowledgement - Input,15
2014-01-28,2014-01-28,Installation Report - Input,1
2014-01-28,2014-01-28,Internal Management,97
2014-01-28,2014-01-28,Mail - Input,12
2014-01-28,2014-01-28,Mail - Recieved,166
2014-01-28,2014-01-28,Visit,666
2014-01-28,2014-01-28,Web - Input,576
2014-01-29,2014-01-29,Call - Input,4905
2014-01-29,2014-01-29,Fax - Input,14
2014-01-29,2014-01-29,Fax Acknowledgement - Input,5
2014-01-29,2014-01-29,Installation Report - Input,1
2014-01-29,2014-01-29,Internal Management,92
2014-01-29,2014-01-29,Mail - Input,2
2014-01-29,2014-01-29,Mail - Recieved,142
2014-01-29,2014-01-29,Visit,614
2014-01-29,2014-01-29,Web - Input,537
2014-01-29,2014-01-30,Call - Input,1
2014-01-30,2014-01-30,Call - Input,4796
2014-01-30,2014-01-30,Fax - Input,19
2014-01-30,2014-01-30,Fax Acknowledgement - Input,8
2014-01-30,2014-01-30,Installation Report - Input,1
2014-01-30,2014-01-30,Internal Management,64
2014-01-30,2014-01-30,Mail - Input,8
2014-01-30,2014-01-30,Mail - Recieved,111
2014-01-30,2014-01-30,Visit,581
2014-01-30,2014-01-30,Web - Input,500
2014-01-30,2014-01-31,Call - Input,1
2014-01-31,2014-01-31,Call - Input,4192
2014-01-31,2014-01-31,Fax - Input,18
2014-01-31,2014-01-31,Fax Acknowledgement - Input,11
2014-01-31,2014-01-31,Internal Management,55
2014-01-31,2014-01-31,Mail - Input,14
2014-01-31,2014-01-31,Mail - Recieved,147
2014-01-31,2014-01-31,Visit,564
2014-01-31,2014-01-31,Web - Input,417
2014-02-01,2014-02-01,Call - Input,242
2014-02-01,2014-02-01,Fax - Input,1
2014-02-01,2014-02-01,Internal Management,1
2014-02-01,2014-02-01,Mail - Recieved,12
2014-02-01,2014-02-01,Web - Input,156
2014-02-02,2014-02-02,Call - Input,148
2014-02-02,2014-02-02,Internal Management,1
2014-02-02,2014-02-02,Mail - Recieved,1
2014-02-02,2014-02-02,Web - Input,115
2014-02-03,2014-02-03,Call - Input,5571
2014-02-03,2014-02-03,Internal Management,68
2014-02-03,2014-02-03,Mail - Input,9
2014-02-03,2014-02-03,Mail - Recieved,117
2014-02-03,2014-02-03,Visit,744
2014-02-03,2014-02-03,Web - Input,446
2014-02-03,2014-02-04,Call - Input,1
2014-02-04,2014-02-04,Call - Input,4732
2014-02-04,2014-02-04,Internal Management,114
2014-02-04,2014-02-04,Mail - Input,8
2014-02-04,2014-02-04,Mail - Recieved,187
2014-02-04,2014-02-04,Visit,605
2014-02-04,2014-02-04,Web - Input,510
2014-02-05,2014-02-05,Call - Input,4420
2014-02-05,2014-02-05,Internal Management,100
2014-02-05,2014-02-05,Mail - Input,4
2014-02-05,2014-02-05,Mail - Recieved,151
2014-02-05,2014-02-05,Visit,590
2014-02-05,2014-02-05,Web - Input,443
2014-02-06,2014-02-06,Call - Input,4227
2014-02-06,2014-02-06,Fax - Input,7
2014-02-06,2014-02-06,Fax Acknowledgement - Input,10
2014-02-06,2014-02-06,Internal Management,94
2014-02-06,2014-02-06,Mail - Input,3
2014-02-06,2014-02-06,Mail - Recieved,175
2014-02-06,2014-02-06,Visit,612
2014-02-06,2014-02-06,Web - Input,347
2014-02-06,2014-02-07,Call - Input,1
2014-02-07,2014-02-07,Call - Input,3797
2014-02-07,2014-02-07,Fax - Input,14
2014-02-07,2014-02-07,Fax Acknowledgement - Input,7
2014-02-07,2014-02-07,Internal Management,76
2014-02-07,2014-02-07,Mail - Input,6
2014-02-07,2014-02-07,Mail - Recieved,148
2014-02-07,2014-02-07,Visit,445
2014-02-07,2014-02-07,Web - Input,355
2014-02-08,2014-02-08,Call - Input,189
2014-02-08,2014-02-08,Internal Management,7
2014-02-08,2014-02-08,Mail - Recieved,1
2014-02-08,2014-02-08,Web - Input,101
2014-02-09,2014-02-09,Call - Input,57
2014-02-09,2014-02-09,Internal Management,1
2014-02-09,2014-02-09,Mail - Recieved,1
2014-02-09,2014-02-09,Web - Input,116
2014-02-10,2014-02-10,Call - Input,5303
2014-02-10,2014-02-10,Fax - Input,2
2014-02-10,2014-02-10,Fax Acknowledgement - Input,3
2014-02-10,2014-02-10,Internal Management,70
2014-02-10,2014-02-10,Mail - Input,1
2014-02-10,2014-02-10,Mail - Recieved,106
2014-02-10,2014-02-10,Visit,635
2014-02-10,2014-02-10,Web - Input,392
2014-02-11,2014-02-11,Call - Input,4368
2014-02-11,2014-02-11,Fax - Input,9
2014-02-11,2014-02-11,Fax Acknowledgement - Input,3
2014-02-11,2014-02-11,Internal Management,83
2014-02-11,2014-02-11,Mail - Input,6
2014-02-11,2014-02-11,Mail - Recieved,192
2014-02-11,2014-02-11,Visit,648
2014-02-11,2014-02-11,Web - Input,468
2014-02-11,2014-02-12,Call - Input,1
2014-02-12,2014-02-12,Call - Input,4108
2014-02-12,2014-02-12,Fax - Input,27
2014-02-12,2014-02-12,Fax Acknowledgement - Input,18
2014-02-12,2014-02-12,Internal Management,87
2014-02-12,2014-02-12,Mail - Input,4
2014-02-12,2014-02-12,Mail - Recieved,193
2014-02-12,2014-02-12,Visit,580
2014-02-12,2014-02-12,Web - Input,395
2014-02-13,2014-02-13,Call - Input,3933
2014-02-13,2014-02-13,Fax - Input,14
2014-02-13,2014-02-13,Fax Acknowledgement - Input,8
2014-02-13,2014-02-13,Internal Management,75
2014-02-13,2014-02-13,Mail - Input,5
2014-02-13,2014-02-13,Mail - Recieved,134
2014-02-13,2014-02-13,Visit,578
2014-02-13,2014-02-13,Web - Input,323
2014-02-14,2014-02-14,Call - Input,3351
2014-02-14,2014-02-14,Fax - Input,15
